,Date,KS confirmed,KY confirmed,KS deaths,KY deaths
130,2020-05-31,9763,9693,213,431
131,2020-06-01,10052,10031,214,439
132,2020-06-02,10071,10169,220,442
133,2020-06-03,10224,10405,224,450
134,2020-06-04,10224,10701,224,457
135,2020-06-05,10431,10972,232,465
136,2020-06-06,10431,11276,232,469
137,2020-06-07,10465,11276,232,469
138,2020-06-08,10680,11463,236,471
139,2020-06-09,10680,11697,236,477
140,2020-06-10,10846,11872,240,483
141,2020-06-11,10846,11934,240,493
142,2020-06-12,11081,12162,243,497
143,2020-06-13,11081,12438,243,498
144,2020-06-14,11081,12438,243,498
145,2020-06-15,11448,12639,246,504
146,2020-06-16,11448,12818,246,510
147,2020-06-17,11717,12986,247,517
148,2020-06-18,11717,13192,247,519
149,2020-06-19,12103,13448,254,522
150,2020-06-20,12161,13625,262,524
151,2020-06-21,12197,13743,262,526
152,2020-06-22,12514,13832,262,526
153,2020-06-23,12547,14140,262,537
154,2020-06-24,13029,14362,262,538
155,2020-06-25,13108,14616,263,546
156,2020-06-26,13610,14857,265,553
157,2020-06-27,13646,15167,268,554
158,2020-06-28,13840,15232,269,558
159,2020-06-29,14497,15347,271,560
160,2020-06-30,14530,15624,273,565
161,2020-07-01,15063,15842,275,572
162,2020-07-02,15063,16079,275,581
163,2020-07-03,15063,16376,275,585
164,2020-07-04,15063,16376,275,585
165,2020-07-05,15063,16376,275,585
166,2020-07-06,16970,17152,282,593
167,2020-07-07,16977,17519,283,602
168,2020-07-08,17698,17919,283,608
169,2020-07-09,17805,18245,288,612
170,2020-07-10,18684,18670,288,620
171,2020-07-11,18774,19121,288,622
172,2020-07-12,19029,19389,294,625
173,2020-07-13,20168,19653,298,629
174,2020-07-14,20186,20223,298,635
175,2020-07-15,21059,20677,302,645
176,2020-07-16,21074,21083,302,650
177,2020-07-17,21965,21605,305,658
178,2020-07-18,22148,22184,305,667
179,2020-07-19,22290,23161,309,670
180,2020-07-20,23426,23414,313,671
181,2020-07-21,23572,24060,316,674
182,2020-07-22,24238,24540,318,677
183,2020-07-23,24238,25147,318,684
184,2020-07-24,25274,25931,323,691
185,2020-07-25,25278,26764,324,696
186,2020-07-26,25515,27079,330,700
187,2020-07-27,26324,27601,335,709
188,2020-07-28,26350,28126,341,719
189,2020-07-29,27061,28727,349,724
190,2020-07-30,27104,29386,354,731
191,2020-07-31,27984,30151,359,735
192,2020-08-01,28022,30723,358,740
193,2020-08-02,28204,31185,361,742
194,2020-08-03,29046,31508,366,744
195,2020-08-04,29088,32197,366,751
196,2020-08-05,29884,32741,368,752
197,2020-08-06,29972,33254,375,760
198,2020-08-07,30830,33796,380,764
199,2020-08-08,30867,34578,380,772
200,2020-08-09,30927,34982,380,773
201,2020-08-10,31923,35254,387,775
202,2020-08-11,32012,35793,388,783
203,2020-08-12,32754,36945,395,790
204,2020-08-13,32813,37686,403,796
205,2020-08-14,34059,38298,403,804
206,2020-08-15,34097,38930,407,810
207,2020-08-16,34206,39315,407,813
208,2020-08-17,35365,39691,406,818
209,2020-08-18,35436,40299,411,830
210,2020-08-19,36168,40926,414,842
211,2020-08-20,36253,41626,422,856
212,2020-08-21,37154,42265,425,864
213,2020-08-22,37323,43066,430,872
214,2020-08-23,37448,43066,431,872
215,2020-08-24,38732,43899,432,885
216,2020-08-25,38850,44568,433,895
217,2020-08-26,40259,45230,444,902
218,2020-08-27,40529,45978,445,910
219,2020-08-28,41593,46757,446,918
220,2020-08-29,41721,47577,448,921
221,2020-08-30,41808,47577,449,921
222,2020-08-31,43103,48396,450,933
223,2020-09-01,43243,49185,453,948
224,2020-09-02,44325,49991,458,966
225,2020-09-03,44379,50885,466,976
226,2020-09-04,45850,51677,481,987
227,2020-09-05,45850,52464,481,993
228,2020-09-06,45931,52774,483,996
229,2020-09-07,47295,53064,485,996
230,2020-09-08,47629,53319,486,997
231,2020-09-09,48130,53977,493,1013
232,2020-09-10,48174,54772,495,1035
233,2020-09-11,49100,55704,513,1044
234,2020-09-12,49141,56415,522,1057
235,2020-09-13,49141,56945,522,1060
236,2020-09-14,50605,57282,534,1065
237,2020-09-15,50605,58000,534,1074
238,2020-09-16,51720,58764,586,1082
239,2020-09-17,51720,59370,586,1093
240,2020-09-18,52684,60128,598,1101
241,2020-09-19,52684,61106,598,1108
242,2020-09-20,52684,61542,598,1111
243,2020-09-21,54681,61917,600,1112
244,2020-09-22,54759,62731,607,1119
245,2020-09-23,55971,63515,621,1124
246,2020-09-24,56137,64158,631,1137
247,2020-09-25,57523,65066,632,1149
248,2020-09-26,57688,66036,632,1154
249,2020-09-27,57688,66491,632,1157
250,2020-09-28,59540,66939,638,1162
251,2020-09-29,59605,67856,646,1170
252,2020-09-30,60648,68840,678,1174
253,2020-10-01,60809,69725,681,1190
254,2020-10-02,62019,70727,698,1197
255,2020-10-03,62163,72001,698,1205
256,2020-10-04,62165,72617,698,1209
257,2020-10-05,63594,73158,706,1214
258,2020-10-06,63837,74194,709,1218
259,2020-10-07,64977,76587,723,1223
260,2020-10-08,65102,77455,733,1234
261,2020-10-09,66870,78456,763,1242
262,2020-10-10,66870,79445,763,1249
263,2020-10-11,66967,80292,766,1252
264,2020-10-12,68934,80930,771,1255
265,2020-10-13,69121,81691,788,1269
266,2020-10-14,70363,83013,838,1276
267,2020-10-15,70520,84195,838,1296
268,2020-10-16,72146,85506,859,1300
269,2020-10-17,72218,86797,859,1312
270,2020-10-18,72358,87607,859,1318
271,2020-10-19,74369,88247,872,1326
272,2020-10-20,74585,89544,890,1342
273,2020-10-21,75996,90996,952,1363
274,2020-10-22,76290,92299,952,1380
275,2020-10-23,77878,93748,975,1396
276,2020-10-24,77960,95480,975,1404
277,2020-10-25,78173,96942,975,1407
278,2020-10-26,80365,97864,975,1409
279,2020-10-27,80641,99634,982,1427
280,2020-10-28,83433,101493,1007,1441
281,2020-10-29,83789,103302,1007,1459
282,2020-10-30,86737,105239,1029,1474
283,2020-10-31,86774,107214,1029,1483
284,2020-11-01,86774,108636,1029,1487
285,2020-11-02,90589,109663,1045,1490
286,2020-11-03,90904,111374,1056,1501
287,2020-11-04,93653,113003,1087,1512
288,2020-11-05,94378,115270,1087,1532
289,2020-11-06,99223,117475,1166,1542
290,2020-11-07,99295,119542,1166,1559
291,2020-11-08,99384,120678,1166,1563
292,2020-11-09,105081,122562,1181,1576
293,2020-11-10,105637,124646,1181,1590
294,2020-11-11,110778,127343,1215,1604
295,2020-11-12,111357,129679,1215,1622
296,2020-11-13,117331,132844,1254,1645
297,2020-11-14,117519,136135,1254,1657
298,2020-11-15,117519,137584,1254,1661
299,2020-11-16,124812,139097,1266,1664
300,2020-11-17,125342,142008,1265,1697
301,2020-11-18,130668,144753,1326,1712
302,2020-11-19,131069,148387,1326,1739
303,2020-11-20,136631,152206,1410,1762
304,2020-11-21,136895,155904,1410,1782
305,2020-11-22,136969,158100,1409,1787
306,2020-11-23,143999,160232,1454,1791
307,2020-11-24,144939,162837,1454,1808
308,2020-11-25,150080,166139,1503,1835
309,2020-11-26,150078,166139,1503,1835
310,2020-11-27,154677,171746,1529,1870
311,2020-11-28,155162,174181,1529,1884
312,2020-11-29,155162,176915,1529,1895
313,2020-11-30,159904,179041,1560,1907
314,2020-12-01,160293,183164,1560,1943
315,2020-12-02,164902,186764,1679,1943
316,2020-12-03,165287,190601,1679,2014
317,2020-12-04,171375,194185,1786,2038
318,2020-12-05,171375,198064,1786,2062
319,2020-12-06,171461,200630,1786,2071
320,2020-12-07,176725,202592,1856,2081
321,2020-12-08,177182,205668,1856,2101
322,2020-12-09,182853,209136,1941,2118
323,2020-12-10,183125,213450,1941,2145
324,2020-12-11,188354,217119,2072,2168
325,2020-12-12,188399,220656,2072,2192
326,2020-12-13,188413,223047,2072,2207
327,2020-12-14,193068,224825,2109,2223
328,2020-12-15,193353,227765,2109,2237
329,2020-12-16,197734,230574,2253,2261
330,2020-12-17,197927,234021,2253,2316
331,2020-12-18,203415,237185,2341,2343
332,2020-12-19,203421,240561,2341,2371
333,2020-12-20,203443,242315,2341,2396
334,2020-12-21,203443,244260,2341,2410
335,2020-12-22,203443,247293,2341,2439
336,2020-12-23,203443,250280,2341,2466
337,2020-12-24,203443,250280,2341,2466
338,2020-12-25,203443,250280,2341,2466
339,2020-12-26,203443,255540,2341,2534
340,2020-12-27,203443,257062,2341,2555
341,2020-12-28,218875,258516,2548,2563
342,2020-12-29,218995,261492,2548,2594
343,2020-12-30,225274,265262,2741,2622
344,2020-12-31,225353,265262,2740,2622
345,2021-01-01,230179,265262,2878,2622
346,2021-01-02,230179,273971,2878,2698
347,2021-01-03,230184,276824,2878,2719
348,2021-01-04,234160,279143,2897,2746
349,2021-01-05,234289,280836,2897,2769
350,2021-01-06,239745,286541,3027,2805
351,2021-01-07,239859,291430,3027,2842
352,2021-01-08,245167,296167,3148,2856
353,2021-01-09,245201,300397,3148,2876
354,2021-01-10,245190,303620,3148,2901
355,2021-01-11,250346,305685,3255,2922
356,2021-01-12,250476,308662,3255,2944
357,2021-01-13,250476,313271,3355,2988
358,2021-01-14,255008,317335,3355,3041
359,2021-01-15,258934,321249,3502,3059
360,2021-01-16,258955,324324,3502,3092
361,2021-01-17,259008,326673,3502,3125
362,2021-01-18,262325,328656,3525,3166
363,2021-01-19,262477,330902,3525,3193
364,2021-01-20,266079,334319,3575,3242
365,2021-01-21,266307,338021,3575,3299
366,2021-01-22,269530,340779,3598,3334
367,2021-01-23,269558,344055,3598,3386
368,2021-01-24,269558,346490,3598,3421
369,2021-01-25,272101,347831,3622,3460
370,2021-01-26,272225,350497,3622,3495
371,2021-01-27,275190,352900,3718,3542
372,2021-01-28,275408,355864,3718,3611
373,2021-01-29,277479,358473,3779,3668
374,2021-01-30,277495,361124,3779,3714
375,2021-01-31,277495,362890,3779,3745
376,2021-02-01,279476,364507,3779,3780
377,2021-02-02,279623,366938,3809,3812
378,2021-02-03,279623,369519,3809,3863
379,2021-02-04,281809,372012,3895,3921
380,2021-02-05,284258,374268,4101,3971
381,2021-02-06,284280,376262,4101,4020
382,2021-02-07,284280,377791,4101,4051
383,2021-02-08,285810,378795,4197,4091
384,2021-02-09,285862,381121,4197,4126
385,2021-02-10,287731,383034,4303,4175
386,2021-02-11,287818,384905,4303,4211
387,2021-02-12,289067,386340,4364,4253
388,2021-02-13,289067,387100,4364,4272
389,2021-02-14,289067,388808,4364,4282
390,2021-02-15,290350,389533,4406,4291
391,2021-02-16,290381,390767,4406,4318
392,2021-02-17,291669,391779,4521,4336
393,2021-02-18,291758,392751,4521,4373
394,2021-02-19,293692,394694,4630,4401
395,2021-02-20,293692,396027,4630,4426
396,2021-02-21,293692,397004,4630,4447
397,2021-02-22,294484,397535,4661,4460
398,2021-02-23,294484,399023,4661,4476
399,2021-02-24,295536,400314,4739,4527
400,2021-02-25,295536,401571,4739,4570
401,2021-02-26,296286,402735,4752,4600
402,2021-02-27,296286,403783,4752,4625
403,2021-02-28,296286,404448,4752,4637
404,2021-03-01,296874,404959,4760,4652
405,2021-03-02,296874,406032,4760,4671
406,2021-03-03,297620,407366,4832,4704
407,2021-03-04,297620,408465,4832,4732
408,2021-03-05,298315,409392,4846,4754
409,2021-03-06,298315,410232,4846,4806
410,2021-03-07,298315,410757,4846,4819
411,2021-03-08,298845,411087,4847,4829
412,2021-03-09,298845,411964,4847,4850
413,2021-03-10,299545,412977,4875,4884
414,2021-03-11,299545,414180,4875,4921
415,2021-03-12,299983,415137,4898,4950
416,2021-03-13,299983,415835,4898,4966
417,2021-03-14,299983,416324,4898,4982
418,2021-03-15,300376,416759,4902,5005
419,2021-03-16,300376,417557,4902,5029
420,2021-03-17,300973,418512,4903,5056
